file_path,emotion,transcript,label,prosody_text
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_deep_angry.wav,angry,deep,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_dime_angry.wav,angry,dime,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_dip_angry.wav,angry,dip,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_ditch_angry.wav,angry,ditch,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_dodge_angry.wav,angry,dodge,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_dog_angry.wav,angry,dog,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_doll_angry.wav,angry,doll,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_door_angry.wav,angry,door,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_fail_angry.wav,angry,fail,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_fall_angry.wav,angry,fall,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_far_angry.wav,angry,far,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_fat_angry.wav,angry,fat,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_fit_angry.wav,angry,fit,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_five_angry.wav,angry,five,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_food_angry.wav,angry,food,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_gap_angry.wav,angry,gap,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_gas_angry.wav,angry,gas,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_gaze_angry.wav,angry,gaze,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_germ_angry.wav,angry,germ,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_get_angry.wav,angry,get,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_gin_angry.wav,angry,gin,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_goal_angry.wav,angry,goal,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_good_angry.wav,angry,good,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_goose_angry.wav,angry,goose,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_gun_angry.wav,angry,gun,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_half_angry.wav,angry,half,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_hall_angry.wav,angry,hall,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_hash_angry.wav,angry,hash,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_hate_angry.wav,angry,hate,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_have_angry.wav,angry,have,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_haze_angry.wav,angry,haze,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_hire_angry.wav,angry,hire,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_hit_angry.wav,angry,hit,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_hole_angry.wav,angry,hole,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_home_angry.wav,angry,home,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_hurl_angry.wav,angry,hurl,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_hush_angry.wav,angry,hush,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_jail_angry.wav,angry,jail,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_jar_angry.wav,angry,jar,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_join_angry.wav,angry,join,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_judge_angry.wav,angry,judge,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_jug_angry.wav,angry,jug,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_juice_angry.wav,angry,juice,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_keen_angry.wav,angry,keen,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_keep_angry.wav,angry,keep,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_keg_angry.wav,angry,keg,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_kick_angry.wav,angry,kick,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_kill_angry.wav,angry,kill,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_king_angry.wav,angry,king,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_kite_angry.wav,angry,kite,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_knock_angry.wav,angry,knock,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_late_angry.wav,angry,late,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_laud_angry.wav,angry,laud,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_lean_angry.wav,angry,lean,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_learn_angry.wav,angry,learn,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_lease_angry.wav,angry,lease,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_lid_angry.wav,angry,lid,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_life_angry.wav,angry,life,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_limb_angry.wav,angry,limb,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_live_angry.wav,angry,live,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_loaf_angry.wav,angry,loaf,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_long_angry.wav,angry,long,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_lore_angry.wav,angry,lore,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_lose_angry.wav,angry,lose,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_lot_angry.wav,angry,lot,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_love_angry.wav,angry,love,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_luck_angry.wav,angry,luck,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_make_angry.wav,angry,make,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_match_angry.wav,angry,match,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_merge_angry.wav,angry,merge,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_mess_angry.wav,angry,mess,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_met_angry.wav,angry,met,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_mill_angry.wav,angry,mill,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_mob_angry.wav,angry,mob,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_mode_angry.wav,angry,mode,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_mood_angry.wav,angry,mood,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_moon_angry.wav,angry,moon,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_mop_angry.wav,angry,mop,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_mouse_angry.wav,angry,mouse,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_nag_angry.wav,angry,nag,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_name_angry.wav,angry,name,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_near_angry.wav,angry,near,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_neat_angry.wav,angry,neat,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_nice_angry.wav,angry,nice,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_note_angry.wav,angry,note,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_numb_angry.wav,angry,numb,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_pad_angry.wav,angry,pad,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_page_angry.wav,angry,page,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_pain_angry.wav,angry,pain,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_pass_angry.wav,angry,pass,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_pearl_angry.wav,angry,pearl,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_peg_angry.wav,angry,peg,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_perch_angry.wav,angry,perch,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_phone_angry.wav,angry,phone,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_pick_angry.wav,angry,pick,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_pike_angry.wav,angry,pike,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_pole_angry.wav,angry,pole,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_pool_angry.wav,angry,pool,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_puff_angry.wav,angry,puff,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_rag_angry.wav,angry,rag,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_raid_angry.wav,angry,raid,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_rain_angry.wav,angry,rain,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_raise_angry.wav,angry,raise,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_rat_angry.wav,angry,rat,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_reach_angry.wav,angry,reach,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_read_angry.wav,angry,read,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_red_angry.wav,angry,red,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_ring_angry.wav,angry,ring,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_ripe_angry.wav,angry,ripe,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_road_angry.wav,angry,road,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_room_angry.wav,angry,room,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_rose_angry.wav,angry,rose,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_rot_angry.wav,angry,rot,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_rough_angry.wav,angry,rough,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_rush_angry.wav,angry,rush,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_said_angry.wav,angry,said,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_sail_angry.wav,angry,sail,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_search_angry.wav,angry,search,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_seize_angry.wav,angry,seize,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_sell_angry.wav,angry,sell,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_shack_angry.wav,angry,shack,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_shall_angry.wav,angry,shall,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_shawl_angry.wav,angry,shawl,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_sheep_angry.wav,angry,sheep,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_shirt_angry.wav,angry,shirt,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_should_angry.wav,angry,should,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre, noisy rough voice quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_shout_angry.wav,angry,shout,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_size_angry.wav,angry,size,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_soap_angry.wav,angry,soap,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_soup_angry.wav,angry,soup,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre, clear tonal quality."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_sour_angry.wav,angry,sour,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_south_angry.wav,angry,south,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_sub_angry.wav,angry,sub,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_such_angry.wav,angry,such,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_sure_angry.wav,angry,sure,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_take_angry.wav,angry,take,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, normal speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_talk_angry.wav,angry,talk,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_tape_angry.wav,angry,tape,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, unstable fluctuating pitch, slow speaking rate, dark warm timbre."
/content/data/TESS Toronto emotional speech set data/OAF_angry/OAF_team_angry.wav,angry,team,0,"The speaker has quiet and soft voice, high pitched tone, wide pitch variation, slow speaking rate, dark warm timbre."
